description,amount,type,mode,category
POS FLIPKART SERAMPORE,2510.11,DEBIT,POS,Shopping
UPI/JACOB485143/IRCTC,9654.08,DEBIT,UPI,Travel
UPI/RGILL1341/MISCELLANEOUS,3736.12,DEBIT,UPI,Other
POS FLIPKART BIDAR,30063.44,DEBIT,POS,Shopping
POS MEDPLUS PHARMACY 2914,1585.0,DEBIT,ECS,Healthcare
UPI/BENJAMINBOSE7577/DMART,1566.88,DEBIT,UPI,Groceries
UPI/DUTTANIRJA4145/MCDONALDS,62.95,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,31238.83,CREDIT,NEFT,Transfer
NEFT NEFT TRANSFER,132964.18,DEBIT,NEFT,Transfer
POS AJIO CHITTOOR,23030.05,DEBIT,POS,Shopping
UPI/ADHAWAN5910/MORE SUPERMARKET,2127.39,DEBIT,UPI,Groceries
TRANSFER FROM SELF,4655.48,CREDIT,NEFT,Transfer
UPI/ALKA995496/AJIO,27948.28,DEBIT,UPI,Shopping
UPI/INAYAANAND4554/SWIGGY,1215.48,DEBIT,UPI,Food & Dining
SALARY CREDIT INFOSYS,174923.3,CREDIT,NEFT,Salary
NETBANKING SPENCER'S,2572.88,DEBIT,NETBANKING,Groceries
UPI/NIHAL632546/IMPS TRANSFER,84484.91,CREDIT,UPI,Transfer
NETBANKING AMAZON,9814.02,DEBIT,NETBANKING,Shopping
NEFT EMI LOAN,20482.64,DEBIT,NEFT,EMI
SALARY CREDIT TCS,79566.45,CREDIT,NEFT,Salary
NETABNKING ZOMATO,1880.91,DEBIT,NETBANKING,Food & Dining
TRANSFER FROM SELF,2476.66,CREDIT,NEFT,Transfer
RENT PAYMENT HOUSE RENT,22210.89,DEBIT,NEFT,Rent
UPI/HARISHSHETTY1171/SWIGGY,2148.99,DEBIT,UPI,Food & Dining
UPI/KAVYAKRISHNAMURTHY9428/CAFE COFFEE DAY,236.15,DEBIT,UPI,Food & Dining
UPI/SWAMINATHANURVASHI6949/DMART,1738.91,DEBIT,UPI,Groceries
UPI/MANGATUBIKA5019/JIO,2962.64,DEBIT,UPI,Bills
RENT PAYMENT APARTMENT RENT,20060.68,DEBIT,NEFT,Rent
P0S GOAIR KATNI,16179.94,DEBIT,POS,Travel
UPI/OSHAEDWIN2078/INDIGO,16267.02,DEBIT,UPI,Travel
UPI/RKAPADIA203/BIGBASKET,2497.32,DEBIT,UPI,Groceries
SALARY CREDIT COMPANY PAYROLL,158294.48,CREDIT,NEFT,Salary
UPI/BHAVINIDESHPANDE8622/DMART,1016.92,DEBIT,UPI,Groceries
UPI/AXISMF7437,2673.0,DEBIT,NETBANKING,Investments
POS DMART BALLY,2047.41,DEBIT,POS,Groceries
UPI/ORINDERBRAHMBHATT2926/DMART,749.19,DEBIT,UPI,Groceries
TRANSFER FROM SELF,82011.84,CREDIT,NEFT,Transfer
EMI LOAN DOLORES,21040.51,DEBIT,ECS,EMI
POS CAFE COFFEE DAY ANAND,1853.84,DEBIT,POS,Food & Dining
HOTSTAR SUBSCRIPTION PAYMENT 4667,2273.0,DEBIT,UPI,Entertainment
UPI/KEYASURI1516/BIGBASKET,255.04,DEBIT,UPI,Groceries
SALARY CREDIT COMPANY PAYROLL,17225.78,CREDIT,NEFT,Salary
POS BHARAT PETROLEUM RAICHUR,4996.93,DEBIT,POS,Fuel
UPI/ZEE56956,2188.0,DEBIT,UPI,Entertainment
IMPS NEFT TRANSFER,132762.23,DEBIT,IMPS,Transfer
POS HOTSTAR SUBSCRIPTION 6253,3485.0,DEBIT,ECS,Entertainment
UPI/UPMA821886/DOMINOS,188.86,DEBIT,UPI,Food & Dining
POS AJIO HOSUR,42768.27,DEBIT,POS,Shopping
CIPLA MED 6627,2506.0,DEBIT,NETBANKING,Healthcare
TRANSFER FROM SELF,14530.16,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,4031.33,CREDIT,NEFT,Transfer
BESCOM TOTAM,6127.29,DEBIT,ECS,Bills
POS MYNTRA TIRUCHIRAPPALLI,37958.18,DEBIT,POS,Shopping
TRANSFER FROM SELF,154421.43,CREDIT,NEFT,Transfer
NETBANKING CAFE COFFEE DAY,1423.53,DEBIT,NETBANKING,Food & Dining
UPI/VASUDHASAWHNEY2800/DMART,2576.6,DEBIT,UPI,Groceries
POS RELIANCE FRESH TENALI,1816.33,DEBIT,POS,Groceries
POS GROWW SIP 1170,4991.0,DEBIT,NEFT,Investments
TRANSFER FR0M SELF,6563.52,CREDIT,NEFT,Transfer
UPI/ARIN949526/CAFE COFFEE DAY,1575.15,DEBIT,UPI,Food & Dining
UPI/UPASNAKALA2790/INDIGO,6072.4,DEBIT,UPI,Travel
POS MCDONALDS BHOPAL,1082.09,DEBIT,POS,Food & Dining
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,4545.93,DEBIT,ATM,Cash
NEFT EMI LOAN,6673.09,DEBIT,NEFT,EMI
SALARY CREDIT TCS,145185.21,CREDIT,NEFT,Salary
POS MYNTRA KAVALI,25672.27,DEBIT,POS,Shopping
PSO SWIGGY BHAVNAGAR,1929.37,DEBIT,POS,Food & Dining
POSB IGBASKET SILCHAR,368.21,DEBIT,POS,Groceries
POS RELIANCE FRESH CHANDRAPUR,3091.64,DEBIT,POS,Groceries
UPI/1MGMEDICINES2258,1318.0,DEBIT,NEFT,Healthcare
NETBANKING FLIPKART,28419.82,DEBIT,NETBANKING,Shopping
UPI/LALLAASHI9355/SWIGGY,1350.22,DEBIT,UPI,Food & Dining
UPI/NAGARTURVI8405/MCDONALDS,375.47,DEBIT,UPI,Food & Dining
UPI/LLAD5899/MORE SUPERMARKET,356.03,DEBIT,UPI,Groceries
UPI/PATILJACOB6247/NEFT TRANSFER,115132.51,CREDIT,UPI,Transfer
POS APPLE MUSIC 2704,208.0,DEBIT,NEFT,Entertainment
UPI/BERAADVAITH1586/DMART,2601.54,DEBIT,UPI,Groceries
UPI/DEV941376/ZOMATO,1275.04,DEBIT,UPI,Food & Dining
POS DOMINOS BHARATPUR,917.62,DEBIT,POS,Food & Dining
UPI/MANNEPANINI6916/CAFE COFFEE DAY,1053.05,DEBIT,UPI,Food & Dining
UPI/FORUMSACHDEV7697/BIGBASKET,2594.2,DEBIT,UPI,Groceries
POS BHARAT PETROLEUM THIRUVANANTHAPURAM,5063.05,DEBIT,POS,Fuel
UPI/KHALSASNEHA1969/HP PETROL PUMP,587.12,DEBIT,UPI,Fuel
TRANSFER FROM SELF,34086.82,CREDIT,NEFT,Transfer
NETBANKING FLIPKART,24918.8,DEBIT,NETBANKING,Shopping
POS UBER VISAKHAPATNAM,16493.65,DEBIT,POS,Travel
UPI/GMANDA9385/SPENCER'S,1688.76,DEBIT,UPI,Groceries
UPI/SALVIFIYAZ9755/INDIGO,13448.08,DEBIT,UPI,Travel
ACCOMM RENT VERO,7142.31,DEBIT,ECS,Rent
TRANSFER FROM SELF,10565.02,CREDIT,NEFT,Transfer
UPI/GEETIKA475601/MCDONALDS,394.01,DEBIT,UPI,Food & Dining
SIP DEBIT PAYMENT 5064,1491.0,DEBIT,NEFT,Investments
UPI/NILIMAVARUGHESE9072/SPENCER'S,1650.34,DEBIT,UPI,Groceries
TRANSFER FROM SELF,34389.73,CREDIT,NEFT,Transfer
POS FLIPKART KARIMNAGAR,48666.9,DEBIT,POS,Shopping
POS FLIPKART BILASPUR,44462.78,DEBIT,POS,Shopping
DR CONSULTATION 8383,4933.0,DEBIT,UPI,Healthcare
IMPS NEFT TRANSFER,98775.19,CREDIT,IMPS,Transfer
NSC INVESTMENT 2921,2405.0,DEBIT,UPI,Investments
NETBANKING DOMINOS,454.68,DEBIT,NETBANKING,Food & Dining
POS NETMEDS 2087,4197.0,DEBIT,NEFT,Healthcare
POS MORE SUPERMARKET BHALSWA JAHANGIR PUR,2488.53,DEBIT,POS,Groceries
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,2680.26,DEBIT,ATM,Cash
NETBANKING MYNTRA,39502.85,DEBIT,NETBANKING,Shopping
NETBANK1NG ELECTRICITY BOARD,274.86,DEBIT,NETBANKING,Bills
BSNL QUIDEM,8090.46,DEBIT,ECS,Bills
UPI/DAYAMAI361450/AJIO,47503.19,DEBIT,UPI,Shopping
POS MYNTRA PRODDATUR,15196.18,DEBIT,POS,Shopping
UPI/ANYARYASHASVI637/IRCTC,9939.79,DEBIT,UPI,Travel
TRANSFER FROM SELF,45192.79,CREDIT,NEFT,Transfer
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,8720.39,DEBIT,ATM,Cash
SBI MUTUAL FUND PAYMENT 2205,4253.0,DEBIT,NEFT,Investments
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,2484.61,DEBIT,ATM,Cash
UPI/ZAYYAN882968/FLIPKART,8275.06,DEBIT,UPI,Shopping
UPI/RBALI2919/IMPS TRANSFER,206590.35,CREDIT,UPI,Transfer
POS AJIO BHALSWA JAHANGIR PUR,26524.08,DEBIT,POS,Shopping
UPI/MAANAVDIN3176/MCDONALDS,919.35,DEBIT,UPI,Food & Dining
UPI/HENRYSANE1481/ZOMATO,1227.4,DEBIT,UPI,Food & Dining
UPI/NILIMASHANKAR1463/BESCOM,2882.95,DEBIT,UPI,Bills
AIRTEL HIC,2214.65,DEBIT,ECS,Bills
POS DMART RANCHI,971.01,DEBIT,POS,Groceries
SALARY CREDIT COMPANY PAYROLL,85927.6,CREDIT,NEFT,Salary
NEFT IMPS TRANSFER,5207.76,DEBIT,NEFT,Transfer
UPI/KIBEADVAY1368/DMART,1785.32,DEBIT,UPI,Groceries
IMPS UPI TRANSFER,128039.91,DEBIT,IMPS,Transfer
POS AJIO BERHAMPORE,44191.88,DEBIT,POS,Shopping
TRANSFER FROM SELF,109569.12,CREDIT,NEFT,Transfer
POS SPOTIFY MUSIC 2580,610.0,DEBIT,UPI,Entertainment
UPI/MAXHOSPITAL2210,2506.0,DEBIT,UPI,Healthcare
UPI/KONDAZASHIL8514/IMPS TRANSFER,45576.42,DEBIT,UPI,Transfer
NIFTY ETF 8531,1313.0,DEBIT,NEFT,Investments
POS MORE SUPERMARKET NANDYAL,739.0,DEBIT,POS,Groceries
PVR CINEMAS 7048,4747.0,DEBIT,NEFT,Entertainment
UPI/ETHAN221571/UPI TRANSFER,42898.53,DEBIT,UPI,Transfer
GAANA MUSIC PAYMENT 2207,3042.0,DEBIT,NEFT,Entertainment
UPI/PALLAVI20407/OLA,19153.77,DEBIT,UPI,Travel
NETBANKING OLA,12795.14,DEBIT,NETBANKING,Travel
POS DMART ETAWAH,1323.06,DEBIT,POS,Groceries
EMI LOAN A,15034.76,DEBIT,ECS,EMI
UPI/HARIISAAC2327/AMAZON,18107.05,DEBIT,UPI,Shopping
TRANSFER FROM SELF,2818.49,CREDIT,NEFT,Transfer
APOLLO PHARMACY PAYMENT 4637,801.0,DEBIT,ECS,Healthcare
UPI/GAANAMUSIC5852,3259.0,DEBIT,NEFT,Entertainment
NEFT APARTMENT RENT,18488.34,DEBIT,NEFT,Rent
UPI/RPALAN7087/FLIPKART,19625.76,DEBIT,UPI,Shopping
TRANSFER FROM SELF,18310.01,CREDIT,NEFT,Transfer
UPI/ZAITRA556156/AJIO,15524.52,DEBIT,UPI,Shopping
UPI/RAKSHAMORAR731/DOMINOS,80.56,DEBIT,UPI,Food & Dining
UPI/IRATTI9860/GOAIR,21096.9,DEBIT,UPI,Travel
SALARY CREDIT INFOSYS,34871.77,CREDIT,CREDIT,Salary
UPI/1MGMEDICINES5539,3949.0,DEBIT,UPI,Healthcare
UPI/EEDWIN5457/DMART,861.4,DEBIT,UPI,Groceries
UPI/BHATIAMATTHEW8198/MORE SUPERMARKET,2747.73,DEBIT,UPI,Groceries
IMPS IMPS TRANSFER,33415.44,CREDIT,IMPS,Transfer
TRANSFER FROM SELF,86968.1,CREDIT,NEFT,Transfer
NEFT IMPS TRANSFER,179283.49,DEBIT,NEFT,Transfer
INOX MOVIES PAYMENT 4807,1202.0,DEBIT,NEFT,Entertainment
UPI/FINN608207/MYNTRA,39700.2,DEBIT,UPI,Shopping
POS UBER DEOGHAR,2876.74,DEBIT,POS,Travel
SALARY CREDIT TCS,151066.12,CREDIT,NEFT,Salary
PVR CINEMAS PAYMENT 6736,2745.0,DEBIT,UPI,Entertainment
POS MORE SUPERMARKET ALAPPUZHA,2268.64,DEBIT,POS,Groceries
UPI/SAIGOLA8206/NEFT TRANSFER,72597.48,DEBIT,UPI,Transfer
POS AJIO PANCHKULA,24008.0,DEBIT,POS,Shopping
TRANSFER FROM SELF,8871.63,CREDIT,NEFT,Transfer
UPI/OESHI727010/RELIANCE FRESH,670.19,DEBIT,UPI,Groceries
IMPS ACCOMM RENT,7982.3,DEBIT,IMPS,Rent
UPI/LOYALPANINI1267/CAFE COFFEE DAY,1739.2,DEBIT,UPI,Food & Dining
UPI/SIDHURANBIR1312/BIGBASKET,477.37,DEBIT,UPI,Groceries
NEFT ACCOMM RENT,16820.3,DEBIT,NEFT,Rent
UPI/VRINDAJANI4097/SWIGGY,1530.63,DEBIT,UPI,Food & Dining
NETBANKING BIGBASKET,1201.11,DEBIT,NETBANKING,Groceries
UPI/SOODZAITRA5622/IRCTC,17857.96,DEBIT,UPI,Travel
UPI/IPANDEY4829/UPI TRANSFER,132020.34,DEBIT,UPI,Transfer
SALARY CREDIT COMPANY PAYROLL,97976.38,CREDIT,NEFT,Salary
UPI/WAZIR987717/IMPS TRANSFER,14873.83,DEBIT,UPI,Transfer
IMPS APARTMENT RENT,32652.14,DEBIT,IMPS,Rent
POS DMART JALANDHAR,2649.91,DEBIT,POS,Groceries
NEFT EMI SBI,13537.95,DEBIT,NEFT,EMI
POS FLIPKART PUDUKKOTTAI,38249.68,DEBIT,POS,Shopping
TRANSFER FROM SELF,8316.17,CREDIT,NEFT,Transfer
NEFT APARTMENT RENT,18802.2,DEBIT,NEFT,Rent
UPI/AGGARWALZAID5697/ZOMATO,1323.7,DEBIT,UPI,Food & Dining
NETBANKING RELIANCE FRESH,2477.95,DEBIT,NETBANKING,Groceries
EMI HDFC PERSPICIATIS,14160.72,DEBIT,ECS,EMI
ELECTRICITY BOARD EA,8487.62,DEBIT,ECS,Bills
NETBANKING AJIO,33365.22,DEBIT,NETBANKING,Shopping
NEFT EMI SBI,10409.7,DEBIT,NEFT,EMI
POS MISCELLANEOUS BERHAMPUR,9988.53,CREDIT,POS,Other
NEFT UPI TRANSFER,138350.5,DEBIT,NEFT,Transfer
MAX HOSPITAL PAYMENT 7265,815.0,DEBIT,ECS,Healthcare
EMI SBI DOLOREM,15336.84,DEBIT,ECS,EMI
RTANSFER FROM SELF,200634.87,CREDIT,NEFT,Transfer
POS INDIANOIL PIMPRI-CHINCHWAD,3184.77,DEBIT,POS,Fuel
UPI/SAMESH471975/MCDONALDS,158.16,DEBIT,UPI,Food & Dining
POS AMAZON KOTA,15161.88,DEBIT,POS,Shopping
UPI/ARJUNPADMANABHAN1135/MCDONALDS,600.14,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,69369.49,CREDIT,NEFT,Transfer
POS SWIGGY KHANDWA,397.86,DEBIT,POS,Food & Dining
PRACTO CONSULTATION 9446,2547.0,DEBIT,NEFT,Healthcare
NEFT ACCOMM RENT,23790.43,DEBIT,NEFT,Rent
POS SPENCER'S MUZAFFARNAGAR,1073.92,DEBIT,POS,Groceries
POS HP PETROL PUMP KAVALI,2137.52,DEBIT,POS,Fuel
BSNL FUGA,4078.66,DEBIT,ECS,Bills
UPI/EKALINGA337878/MCDONALDS,1208.45,DEBIT,UPI,Food & Dining
PPF DEPOSIT PAYMENT 2801,4271.0,DEBIT,NETBANKING,Investments
IMPS HOUSE RENT,11530.15,DEBIT,IMPS,Rent
POS CAFE COFFEE DAY KURNOOL,189.24,DEBIT,POS,Food & Dining
TRANSFER FROM SELF,11288.2,CREDIT,NEFT,Transfer
EMI SBI SUNT,6803.9,DEBIT,ECS,EMI
POS PHARMEASY 4805,843.0,DEBIT,NEFT,Healthcare
TRANSFER FROM SELF,66214.12,CREDIT,NEFT,Transfer
UPI/BARKHA035507/SWIGGY,223.33,DEBIT,UPI,Food & Dining
NETBANKING BIGBASKET,2193.55,DEBIT,NETBANKING,Groceries
UPI/PAUBIMALA6524/ELECTRICITY BOARD,5611.83,DEBIT,UPI,Bills
TRANSFER FROM SELF,18726.92,CREDIT,NEFT,Transfer
SALARY CREDIT WIPRO,184616.61,CREDIT,NEFT,Salary
POS MORE SUPERMARKET RAIGANJ,1310.27,DEBIT,POS,Groceries
POS FLIPKART ULHASNAGAR,13534.69,DEBIT,POS,Shopping
POS MYNTRA RAEBARELI,23809.47,DEBIT,POS,Shopping
EMI LOAN QUI,19405.13,DEBIT,ECS,EMI
TRANSFER FROM SELF,158594.24,CREDIT,NEFT,Transfer
ELSS FUND 6737,3241.0,DEBIT,ECS,Investments
SALARY CREDIT WIPRO,65579.07,CREDIT,NEFT,Salary
UPI/DAKSHADEWAN6328/RELIANCE FRESH,2580.26,DEBIT,UPI,Groceries
UPI/DUTTADAKSHA3274/MYNTRA,21079.79,DEBIT,UPI,Shopping
TRANSFER FROM SELF,5330.66,CREDIT,NEFT,Transfer
POS FLIPKART BIJAPUR,35539.39,DEBIT,POS,Shopping
TRANSFER FROM SELF,5432.0,CREDIT,NEFT,Transfer
SALARY CREDIT WIPRO,61823.53,CREDIT,NEFT,Salary
ZERODHA PAYMENT 1290,1901.0,DEBIT,ECS,Investments
UPI/VIRKFREDERICK8661/ZOMATO RE:F260037,1558.4,DEBIT,UPI,Food & Dining
SALARY CREDIT INFOSYS,53041.28,CREDIT,CREDIT,Salary
TRANSFER FROM SELF,85293.35,CREDIT,NEFT,Transfer
NETBANKING GOAIR,10498.56,DEBIT,NETBANKING,Travel
UPSTOX PAYMENT 2741,3221.0,DEBIT,NEFT,Investments
POS BHARAT PETROLEUM AURANGABAD,853.59,DEBIT,POS,Fuel
BESCOM DOLORUM,9048.07,DEBIT,ECS,Bills
UPI/CHHABRAMICHAEL2377/CAFE COFFEE DAY,741.94,DEBIT,UPI,Food & Dining
NETBANKING BSNL,5182.14,DEBIT,NETBANKING,Bills
POS INDIGO BARDHAMAN,5468.82,DEBIT,POS,Travel
UPI/DNANDA4414/BSNL,2884.28,DEBIT,UPI,Bills
NETBANKING AJIO,38541.9,DEBIT,NETBANKING,Shopping
TRANSFER FROM SELF,7086.79,CREDIT,NEFT,Transfer
UPI/IBHATNAGAR298/MORE SUPERMARKET,2703.12,DEBIT,UPI,Groceries
NETBANKING AIRTEL,8751.61,DEBIT,NETBANKING,Bills
SALARY CREDIT TCS,99468.23,CREDIT,NEFT,Salary
NETBANKING BESCOM,2712.42,DEBIT,NETBANKING,Bills
EMI LOAN SAEPE,17746.92,DEBIT,ECS,EMI
NETBANKING RELIANCE FRESH,2917.29,DEBIT,NETBANKING,Groceries
UPI/ARYANMANGAT2455/ELECTRICITY BOARD,6056.81,DEBIT,UPI,Bills
TRANSFER FROM SELF,72119.46,CREDIT,NEFT,Transfer
UPI/BANIKSARA6419/AJIO,45953.79,DEBIT,UPI,Shopping
NEFT ACCOMM RENT,18231.78,DEBIT,NEFT,Rent
UPI/MEDPLUSPHARMACY5659,1371.0,DEBIT,NEFT,Healthcare
NETBANKING DMART,1990.86,DEBIT,NETBANKING,Groceries
TRANSFER FROM SELF,5614.62,CREDIT,NEFT,Transfer
UPI/DARASIMON11/FLIPKART,45159.62,DEBIT,UPI,Shopping
POS AMAZON AMBATTUR,43675.34,DEBIT,POS,Shopping
UPI/BUCHISHAAN6997/MORE SUPERMARKET,2453.04,DEBIT,UPI,Groceries
POS BHARAT PETROLEUM ORAI,4363.78,DEBIT,POS,Fuel
TRANSFER FROM SELF,14096.45,CREDIT,NEFT,Transfer
BESCOM DOLOREMQUE,7579.37,DEBIT,ECS,Bills
APPLE MUSIC 9012,2621.0,DEBIT,NETBANKING,Entertainment
UPI/VBHAVSAR5912/NEFT TRANSFER,117273.56,DEBIT,UPI,Transfer
POS INDIANOIL BARASAT,4984.85,DEBIT,POS,Fuel
UPI/MEDPLUSPHARMACY7637,4816.0,DEBIT,UPI,Healthcare
SALARY CREDIT TCS,106242.1,CREDIT,NEFT,Salary
UPI/THOMASNARULA9159/AMAZON,10789.44,DEBIT,UPI,Shopping
POS FLIPKART MATHURA,39548.35,DEBIT,POS,Shopping
NEFT EMI SBI,9074.72,DEBIT,NEFT,EMI
SALARY CREDIT WIPRO,109403.31,CREDIT,NEFT,Salary
NETMEDS PAYMENT 3277,3020.0,DEBIT,ECS,Healthcare
UPI/HOTSTARSUBSCRIPTION1650,1755.0,DEBIT,NETBANKING,Entertainment
UPI/YADAVI16902/CAFE COFFEE DAY,1059.61,DEBIT,UPI,Food & Dining
UPI/DEVANSH122165/AJIO,5991.92,DEBIT,UPI,Shopping
NETBANKING FLIPKART,4503.45,DEBIT,NETBANKING,Shopping
SALARY CREDIT HCL,30241.27,CREDIT,NEFT,Salary
UPI/SIPDEBIT4646,4748.0,DEBIT,ECS,Investments
UPI/GAMINGPURCHASE6103,946.0,DEBIT,ECS,Entertainment
UPI/HSAGAR2877/MYNTRA,44046.45,DEBIT,UPI,Shopping
POS ZERODHA 8642,1128.0,DEBIT,UPI,Investments
POS MEDPLUS PHARMACY 1076,3359.0,DEBIT,NETBANKING,Healthcare
JIO DOLOR,5687.66,DEBIT,ECS,Bills
AIRTEL TEMPORIBUS,1185.27,DEBIT,ECS,Bills
UPI/GEORGELALLA4318/SPENCER'S,1201.63,DEBIT,UPI,Groceries
EMI HDFC SUNT,3624.06,DEBIT,ECS,EMI
SALARY CREDIT HCL,144504.81,CREDIT,NEFT,Salary
TRANSFER FROM SELF,8788.12,CREDIT,NEFT,Transfer
UPI/UNNIDAS7117/AMAZON,35930.88,DEBIT,UPI,Shopping
SIP DEBIT PAYMENT 7224,555.0,DEBIT,NETBANKING,Investments
NETBANKING IRCTC,13245.86,DEBIT,NETBANKING,Travel
POS AMAZON BHAVNAGAR,23993.71,DEBIT,POS,Shopping
BOOKMYSHOW PAYMENT 6850,3258.0,DEBIT,NEFT,Entertainment
TRANSFER FROM SELF,25282.51,CREDIT,NEFT,Transfer
UPI/CBUMB2480/AJIO,1215.1,DEBIT,UPI,Shopping
UPI/MASTERMUGDHA2725/DOMINOS,1667.4,DEBIT,UPI,Food & Dining
UPI/ANNEYASHODA9308/MORE SUPERMARKET,2728.12,DEBIT,UPI,Groceries
UPI/CBERA4694/SWIGGY,195.17,DEBIT,UPI,Food & Dining
MANIPAL HOSPITAL 6383,2373.0,DEBIT,NETBANKING,Healthcare
SALARY CREDIT WIPRO,167438.96,CREDIT,CREDIT,Salary
POS FLIPKART JALANDHAR,52203.63,DEBIT,POS,Shopping
SALARY CREDIT INFOSYS,109838.48,CREDIT,NEFT,Salary
EMI HDFC DOLORIBUS,15845.31,DEBIT,ECS,EMI
SALARY CREDIT HCL,65324.0,CREDIT,NEFT,Salary
TRANSFER FROM SELF,140559.92,CREDIT,NEFT,Transfer
POS INOX MOVIES 7841,624.0,DEBIT,UPI,Entertainment
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,3029.33,DEBIT,ATM,Cash
SALARY CREDIT COMPANY PAYROLL,80597.59,CREDIT,NEFT,Salary
POS YOUTUBE PREMIUM 9329,1379.0,DEBIT,NEFT,Entertainment
NETBANKING FLIPKART,26622.16,DEBIT,NETBANKING,Shopping
POS MYNTRA UDUPI,3275.32,DEBIT,POS,Shopping
UPI/BHAVYA121647/MCDONALDS,458.92,DEBIT,UPI,Food & Dining
POS AJIO KAMARHATI,691.86,DEBIT,POS,Shopping
SALARY CREDIT WIPRO,171541.8,CREDIT,NEFT,Salary
UPI/GAURAV775390/DMART,1686.41,DEBIT,UPI,Groceries
SALARY CREDIT HCL,196601.29,CREDIT,NEFT,Salary
UPI/VDATE5552/MORE SUPERMARKET,967.24,DEBIT,UPI,Groceries
EMI HDFC NULLA,5596.21,DEBIT,ECS,EMI
UPI/SIBALWRIDESH725/BESCOM,4150.32,DEBIT,UPI,Bills
POS HP PETROL PUMP THANE,512.38,DEBIT,POS,Fuel
UPI/JHALAKCHAUDHRY8012/ZOMATO,715.55,DEBIT,UPI,Food & Dining
POS HP PETROL PUMP NAGERCOIL,1269.77,DEBIT,POS,Fuel
POS INDIANOIL SOLAPUR,4851.92,DEBIT,POS,Fuel
UPI/NITESH512901/GOAIR,852.38,DEBIT,UPI,Travel
TRANSFER FROM SELF,29000.85,CREDIT,NEFT,Transfer
POS INDIANOIL NAIHATI,1359.36,DEBIT,POS,Fuel
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,6524.33,DEBIT,ATM,Cash
EMI SBI DISTINCTIO,13892.82,DEBIT,ECS,EMI
POS MCDONALDS JALNA,34.82,DEBIT,POS,Food & Dining
SALARY CREDIT COMPANY PAYROLL,181885.09,CREDIT,NEFT,Salary
UPI/KRISHNAMURTHYCHANDRAN6458/MYNTRA,9346.76,DEBIT,UPI,Shopping
UPI/TARA265246/SPENCER'S,2464.08,DEBIT,UPI,Groceries
NEFT UPI TRANSFER,110573.16,DEBIT,NEFT,Transfer
ELECTRICITY BOARD VELIT,2572.5,DEBIT,ECS,Bills
UPI/GARIMAPALL24/BIGBASKET,2143.53,DEBIT,UPI,Groceries
TRANSFER FROM SELF,1964.27,CREDIT,NEFT,Transfer
UPI/SUHANI374055/ZOMATO,1195.16,DEBIT,UPI,Food & Dining
JIO INCIDUNT,7612.59,DEBIT,ECS,Bills
POS AJIO MOTIHARI,32031.68,DEBIT,POS,Shopping
UPI/SHAURYASARAF698/AJIO,1251.09,DEBIT,UPI,Shopping
POS BIGBASKET SASARAM,2505.42,DEBIT,POS,Groceries
UPI/NETMEDS2258,4388.0,DEBIT,NETBANKING,Healthcare
POS SPENCER'S ANAND,2775.26,DEBIT,POS,Groceries
POS YOUTUBE PREMIUM 6038,2339.0,DEBIT,NEFT,Entertainment
NEFT HOUSE RENT,32817.32,DEBIT,NEFT,Rent
UPI/JSAWMINATHAN820/JIO,4237.45,DEBIT,UPI,Bills
TRANSFER FROM SELF,7771.16,CREDIT,NEFT,Transfer
UP1/SRATTA228/Z0MAT0,1810.13,DEBIT,UPI,Food & Dining
UPI/FARAJKAUL8488/AJIO,17453.77,DEBIT,UPI,Shopping
POS BHARAT PETROLEUM PANCHKULA,3506.08,DEBIT,POS,Fuel
POS OLA MYSORE,3262.46,DEBIT,POS,Travel
SALARY CREDIT WIPRO,21038.13,CREDIT,NEFT,Salary
UPI/NIFTYETF9851,435.0,DEBIT,NETBANKING,Investments
NEFT EMI SBI,15834.74,DEBIT,NEFT,EMI
HUNGAMA 9480,1994.0,DEBIT,NETBANKING,Entertainment
SBI MUTUAL FUND 3001,2793.0,DEBIT,UPI,Investments
UPI/NARULARISHI1848/SPENCER'S,1973.92,DEBIT,UPI,Groceries
UPI/KCHADHA1739/IMPS TRANSFER,35499.91,DEBIT,UPI,Transfer
UPI/PURIREVA718/UPI TRANSFER,58661.62,DEBIT,UPI,Transfer
UPI/AYUSHMANDANI7342/MISCELLANEOUS,2234.09,DEBIT,UPI,Other
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,1604.16,DEBIT,ATM,Cash
UPI/CHAAYAACHARYA3066/CAFE COFFEE DAY,1396.41,DEBIT,UPI,Food & Dining
UPI/NATTFALGUNI5031/UBER,12753.66,DEBIT,UPI,Travel
UPI/FRADO764946/BIGBASKET,539.2,DEBIT,UPI,Groceries
SALARY CREDIT WIPRO,73619.25,CREDIT,NEFT,Salary
UP1/TKANDA3815/DOMINOS,545.87,DEBIT,UPI,Food & Dining
UPI/UPMARANDHAWA2999/MORE SUPERMARKET,335.03,DEBIT,UPI,Groceries
